run,round,round_commit_exists,groups,candidates,semantic_valid,semantic_groups,format_groups,sft_selected,all_finite_reconstruction_n,all_finite_reconstruction_mean,all_finite_reconstruction_std,all_finite_reconstruction_min,all_finite_reconstruction_p05,all_finite_reconstruction_median,all_finite_reconstruction_p95,all_finite_reconstruction_max,valid_reconstruction_n,valid_reconstruction_mean,valid_reconstruction_std,valid_reconstruction_min,valid_reconstruction_p05,valid_reconstruction_median,valid_reconstruction_p95,valid_reconstruction_max,valid_z_reconstruction_n,valid_z_reconstruction_mean,valid_z_reconstruction_std,valid_z_reconstruction_min,valid_z_reconstruction_p05,valid_z_reconstruction_median,valid_z_reconstruction_p95,valid_z_reconstruction_max,valid_counterfactual_n,valid_counterfactual_mean,valid_counterfactual_std,valid_counterfactual_min,valid_counterfactual_p05,valid_counterfactual_median,valid_counterfactual_p95,valid_counterfactual_max,valid_semantic_reward_n,valid_semantic_reward_mean,valid_semantic_reward_std,valid_semantic_reward_min,valid_semantic_reward_p05,valid_semantic_reward_median,valid_semantic_reward_p95,valid_semantic_reward_max,within_group_rec_range_n,rec_top1_matches_reward_top1,rec_comparison_groups,anchor_penalty_positive_candidates,paired_n,paired_rec_wins,paired_rec_ties,paired_reward_wins,pooled_reconstruction_auc,pooled_semantic_reward_auc,paired_positive_rec_n,paired_positive_rec_mean,paired_positive_rec_std,paired_positive_rec_min,paired_positive_rec_p05,paired_positive_rec_median,paired_positive_rec_p95,paired_positive_rec_max,paired_negative_rec_n,paired_negative_rec_mean,paired_negative_rec_std,paired_negative_rec_min,paired_negative_rec_p05,paired_negative_rec_median,paired_negative_rec_p95,paired_negative_rec_max,paired_rec_difference_n,paired_rec_difference_mean,paired_rec_difference_std,paired_rec_difference_min,paired_rec_difference_p05,paired_rec_difference_median,paired_rec_difference_p95,paired_rec_difference_max,within_group_rec_range_mean,within_group_rec_range_std,within_group_rec_range_min,within_group_rec_range_p05,within_group_rec_range_median,within_group_rec_range_p95,within_group_rec_range_max
midasheng_v3,0,True,184,736,136,34,150,0,139,-3.4128838743237284,0.7772336013701828,-6.358504724502564,-4.7350169372558595,-3.276040816307068,-2.433936438560486,-1.4572523713111876,136,-3.4004910702214524,0.7715699483555101,-6.358504724502564,-4.700247311592102,-3.2741423726081846,-2.428993785381317,-1.4572523713111876,136,3.728411829681696e-16,1.0,-3.8337595451788786,-1.6845604784645807,0.1637553379088461,1.2591175782710842,2.518551562372274,136,0.0002893165949394868,0.016728665431743027,-0.06037933881552915,-0.020181577042900245,-0.00042515056213399127,0.02467927512003698,0.09902832508087167,136,-0.03313111224839923,0.7887966869803585,-2.6775700972635845,-1.2968410434194324,0.058224044706920004,1.028550709904748,3.1130361843365164,34,0.6470588235294118,34,31,39,24,0,22,0.504930966469428,0.5522682445759369,39,-3.407078983233525,0.753929046333054,-5.926282453536987,-4.765309453010559,-3.233433246612549,-2.5052316749095915,-2.277802217006683,39,-3.4111155189000644,0.753432350920995,-5.926298666000366,-4.76556471824646,-3.2336079597473146,-2.503954435586929,-2.3396057963371275,39,0.004036535666539071,0.02098211632280334,-0.038511228561401545,-0.022732527256011804,0.0014577865600582385,0.06182078838348386,0.06584689617157036,0.206089457694222,0.32212805924197224,0.002481698989868164,0.005335825681686579,0.1133241057395935,0.6882118868827809,1.654247522354126
midasheng_v3,1,True,184,736,137,32,152,0,138,-3.4795346682486326,0.646311550608389,-5.800677061080933,-4.530415062904358,-3.4170660018920898,-2.594481824636459,-1.6010469198226929,137,-3.4789561183783255,0.6486304572879428,-5.800677061080933,-4.53067177772522,-3.4152816772460937,-2.59418336391449,-1.6010469198226929,137,-0.1016953139817206,0.8406631941412505,-3.1107821085763256,-1.4647806202309777,-0.019169495981751678,1.045022175922599,2.3321853763667377,137,0.00350846127328904,0.023133820723926474,-0.05399507512771162,-0.019294459893726756,0.00012720748916983382,0.03154350755326961,0.1420851997220982,137,-0.004420869179395309,0.917990632242477,-2.847681173350766,-1.4152408577544786,0.02806837648598043,1.3579854472258694,4.321767928427763,32,0.53125,32,35,39,20,0,22,0.5009861932938856,0.5739644970414202,39,-3.4039578312482592,0.7533060989123735,-5.923374176025391,-4.759101567268372,-3.2331488370895385,-2.502980090379715,-2.276465272903442,39,-3.405258825497749,0.7512403012969189,-5.922636032104492,-4.756144104003906,-3.2306762456893923,-2.5072633659839627,-2.281898951530456,39,0.0013009942494905092,0.015625514643157964,-0.04048144817352295,-0.024107189178467166,0.00030875205993652344,0.025786933898925588,0.04931676387786865,0.20640166774392132,0.266546211930021,0.008283591270446866,0.014421027898788385,0.11367620229721065,0.597968773841858,1.3250491380691525
midasheng_v3,2,True,184,736,158,44,140,0,161,-3.5067449833665574,0.7376476667898746,-5.7229866027832035,-4.861240863800049,-3.4123404026031494,-2.5349676370620724,-1.4601237177848816,158,-3.5146351798048503,0.7365524137258022,-5.7229866027832035,-4.872442562580108,-3.412760055065155,-2.5620312643051144,-1.4601237177848816,158,-0.1479374745305717,0.9546152170592662,-3.0100907085764743,-1.9077356440539297,-0.015901325433750144,1.0866931866688094,2.5148301285867647,158,0.0011788605239164683,0.02318223122084257,-0.05649289472434926,-0.03355014008957295,-0.0004909434924103007,0.03923643970123661,0.12013159394504402,158,-0.10025756572966515,0.9485159384484063,-3.4577526947444155,-1.4641146202625168,-0.08902127680453589,1.4022839319234979,3.9466476493779097,44,0.6590909090909091,44,43,39,21,0,24,0.502301117685733,0.598948060486522,39,-3.4020211519339147,0.7527294753133801,-5.918372106552124,-4.7578641176223755,-3.2309288740158078,-2.509958516359329,-2.2719379663467407,39,-3.4054237900636135,0.7513097195071187,-5.920656776428222,-4.755303001403808,-3.239303135871887,-2.5111323094367983,-2.2918464064598085,39,0.003402638129698913,0.017409249278218946,-0.028233265876769664,-0.019117774963378853,0.0022039890289304864,0.04123247861862189,0.05924415588378906,0.21872825717384162,0.29326637874133027,0.0018130242824554443,0.007629830837249907,0.10275863409042363,0.8316290223598478,1.2814447641372677
midasheng_v3,3,True,184,736,152,35,149,0,153,-3.515989837420532,0.8084634312175831,-6.210572099685669,-4.805152425765991,-3.386458921432495,-2.3241985177993776,-1.4637433409690856,152,-3.5073752725987055,0.8040889034725862,-6.210572099685669,-4.734272067546844,-3.3813853621482846,-2.324115990400314,-1.4637433409690856,152,-0.13852820811005093,1.042146477045128,-3.6420301690773442,-1.7286585618946846,0.02476212054900355,1.395045364474441,2.5101388842065,152,-0.0005325632594482835,0.03289379696154823,-0.23056071018266522,-0.03069871522168097,0.0002942387569200289,0.04857732405282205,0.1380494595642845,152,-0.18035480541570612,1.4650487002366661,-12.153758584931046,-1.8787227635952324,-0.06589732163528192,1.344337931893761,4.2726916429867465,35,0.5428571428571428,35,36,39,22,0,22,0.5062458908612755,0.5713346482577252,39,-3.3988233190316417,0.7512661260979262,-5.9120701313018795,-4.752090554237366,-3.223205637931824,-2.4940885555744168,-2.2810181617736816,39,-3.401132642611479,0.7505016995321679,-5.912566900253296,-4.747646522521972,-3.2562204122543337,-2.5061813473701475,-2.2711562514305115,39,0.002309323579837144,0.01441827646302687,-0.03698022365570042,-0.016874146461486817,0.0004967689514163709,0.021941821575165117,0.04258584976196289,0.2729902422428132,0.4043573891578173,0.0011576414108276367,0.007704723477363795,0.06023840904235822,1.2329041504859921,1.611130499839783
midasheng_v3,4,True,184,736,152,40,144,0,152,-3.5053515449558432,0.7723800062315932,-6.377383041381836,-4.803163022994995,-3.3941416859626767,-2.329252671003342,-1.4573084652423858,152,-3.5053515449558432,0.7723800062315932,-6.377383041381836,-4.803163022994995,-3.3941416859626767,-2.329252671003342,-1.4573084652423858,152,-0.13590533814579728,1.0010498826163585,-3.858226953376293,-1.8179452890345655,0.008229175167213837,1.3883879245184447,2.5184788613406726,152,0.004640426352808898,0.023279513936917115,-0.060559995670219635,-0.023815905451056472,0.0023611786487585107,0.03734472890937908,0.13816302583715423,152,0.02790945245521306,0.8959214335039382,-2.8966602620815727,-1.5658789525759258,0.10644632351116276,1.2991021819544486,3.3420588713036583,40,0.65,40,30,39,20,0,23,0.5009861932938856,0.46811308349769887,39,-3.395877413260631,0.7493184597903177,-5.907729530334473,-4.744302735328675,-3.2210020065307616,-2.4983354771137236,-2.273512363433838,39,-3.3913869380950925,0.7492547856600182,-5.907673692703247,-4.741330137252808,-3.220933938026428,-2.4834309327602386,-2.2838658571243284,39,-0.004490475165538292,0.015626535872901536,-0.04707133769989014,-0.033505465984344604,0.00010132789611816406,0.01251196384429944,0.030237412452697843,0.2581625318527222,0.30059475880060965,0.002956867218017578,0.008077294826508253,0.16146566867828405,1.0022210526466364,1.1551241874694824
midasheng_v3,5,True,184,736,175,43,141,0,176,-3.4449636947702276,0.7230995152619213,-5.444419431686401,-4.6787822365760805,-3.3013516187667844,-2.377370309829712,-1.4696801543235778,175,-3.4416853428568155,0.723857153106159,-5.444419431686401,-4.679058270454407,-3.2963124990463255,-2.375861048698426,-1.4696801543235778,175,-0.05339019841708855,0.9381614131666947,-2.6490512828049964,-1.6570982358216981,0.13502155105595862,1.3279807277446165,2.5024444251789735,175,0.0007611090667863658,0.019560100388374392,-0.06906322156967448,-0.02783861717254652,-0.0006318500378768022,0.035605592948655666,0.07457146742315546,175,-0.061442865871772466,0.836271247857948,-3.7587692035971503,-1.3091300701853381,-0.0698963580672039,1.364211239947932,2.2519128151788093,43,0.7209302325581395,43,44,39,18,0,23,0.5003287310979618,0.5542406311637081,39,-3.3905967562626564,0.747904203353997,-5.900519180297851,-4.7344273710250855,-3.2236587047576903,-2.4917540359497066,-2.2708623170852658,39,-3.391927401224772,0.747960900193861,-5.91140456199646,-4.733071966171265,-3.224334335327148,-2.48756649851799,-2.276585435867309,39,0.0013306449621151815,0.01995150611282675,-0.044434738159179865,-0.03194403886795065,-0.00023643970489528598,0.025835437774658264,0.07366771697998065,0.2963707544082819,0.3576835164885102,0.0008902549743652344,0.0076376938819888275,0.10933918952941868,1.1162118768692022,1.3065414428710942
midasheng_v3,6,True,184,736,179,51,133,0,179,-3.5671391018942082,0.8602275690594541,-6.397447299957276,-5.160940375328064,-3.3802484273910522,-2.3807946145534515,-1.4529088199138642,179,-3.5671391018942082,0.8602275690594541,-6.397447299957276,-5.160940375328064,-3.3802484273910522,-2.3807946145534515,-1.4529088199138642,179,-0.21598564333401266,1.1149054870435335,-3.8842314117124475,-2.281645765051834,0.02623565481463396,1.3215865364395498,2.524181060263659,179,0.0019873127047639084,0.02129136362180093,-0.08378028164583817,-0.03179040296090565,0.002385603780569845,0.040954885794916546,0.08770279624883237,179,-0.10952916341948414,0.9583017157612502,-3.880183697302532,-1.827857245012483,0.04739956099114567,1.2400962509627835,2.747060769889572,51,0.6078431372549019,51,36,39,19,0,21,0.5003287310979618,0.5516107823800132,39,-3.387391996689332,0.7468241127965819,-5.897067880630493,-4.726224761009217,-3.2229971170425413,-2.48740491271019,-2.275932705402374,39,-3.390318429164397,0.7451883924765578,-5.890758752822876,-4.734022884368897,-3.2272842645645143,-2.4904523384571076,-2.2908191084861755,39,0.0029264324750656353,0.020095968809913975,-0.04641127586364746,-0.028034751415252666,-0.0009562492370607245,0.033715212345123036,0.0571774005889889,0.2894283170793571,0.3206511812862979,0.0002348661422728604,0.006507849693298207,0.14096391201019287,0.8957885742187504,1.3125208854675297
midasheng_v3,7,True,184,736,168,48,136,0,168,-3.4741786213857786,0.800321269741211,-5.976294803619385,-4.936121385097504,-3.3592071413993834,-2.3111361181735988,-1.463374400138855,168,-3.4741786213857786,0.800321269741211,-5.976294803619385,-4.936121385097504,-3.3592071413993834,-2.3111361181735988,-1.463374400138855,168,-0.09550339709494994,1.0372634022968108,-3.3383930243627113,-1.9902671405865737,0.05350639810435817,1.4118680417370535,2.5106170532059755,168,-0.001014345091099424,0.01881840821059793,-0.09442216099380785,-0.025610237529932123,-0.0008411665300052107,0.028338665631495962,0.0670392227075296,168,-0.13953470145289945,0.9189907507137121,-4.311228808931257,-1.5450299409853572,-0.05386865878059144,1.1830257750955948,1.9743526495176436,48,0.6666666666666666,48,46,39,24,0,26,0.5082182774490467,0.663379355687048,39,-3.3798104041661974,0.7439396315122004,-5.889429807662964,-4.719180560111999,-3.2171123981475827,-2.4798457157611846,-2.2661748051643373,39,-3.388460775522085,0.7404855484064511,-5.8880218982696535,-4.714220633506775,-3.218326282501221,-2.474222054481506,-2.3371503591537475,39,0.00865037135588819,0.021661742084571212,-0.01954128742218053,-0.011722857952118027,0.00255532264709446,0.06159969329834003,0.07097555398941013,0.24958972955743475,0.34865624226085556,0.00021405220031756045,0.0038077235221862797,0.12391395568847652,0.9596540331840515,1.5303163528442383
midasheng_v3,8,True,184,736,186,49,135,0,188,-3.405232954691065,0.701713538900914,-5.460081624984741,-4.6995198035240175,-3.2632206797599794,-2.4191486692428588,-1.4592502951622008,186,-3.3972078053220622,0.700270731589389,-5.460081624984741,-4.707430279254913,-3.25791642665863,-2.4179024934768676,-1.4592502951622008,186,0.004255304274599687,0.9075920246530014,-2.669350405822581,-1.6938700267150284,0.18478511749543822,1.2734925444398533,2.515962135638805,186,0.0017775355545015753,0.024397397817678065,-0.12073405979054908,-0.02982842041236833,-4.514515704223676e-05,0.03555102938711041,0.12372961014869244,186,-0.007461625181599511,0.9971524608681648,-5.893797246980679,-1.5306144983627041,0.08175285005492816,1.2891673179302556,3.3955886482717514,49,0.5714285714285714,49,44,39,23,0,24,0.5042735042735043,0.6272189349112426,39,-3.374241469150934,0.7419897665501405,-5.879493856430054,-4.706719841957092,-3.217772436141968,-2.4765232253074645,-2.267961823940277,39,-3.3782502287473437,0.7389063906195997,-5.878757667541504,-4.696588191986084,-3.2285643815994263,-2.489486174583435,-2.281680929660797,39,0.004008759596408969,0.01855388798476186,-0.047765660285949973,-0.015791840553283882,0.0032413959503174716,0.035332784652709906,0.05400409698486319,0.28179229291117924,0.36071834507563927,0.0015220344066619873,0.012798247337341362,0.12221522331237811,1.137231702804565,1.459689426422119
midasheng_v3,9,True,184,736,203,55,129,0,203,-3.5342878890154985,0.7086277175169925,-5.931229162216186,-4.881301364898682,-3.427404356002808,-2.4822042202949546,-2.2048783779144285,203,-3.5342878890154985,0.7086277175169925,-5.931229162216186,-4.881301364898682,-3.427404356002808,-2.4822042202949546,-2.2048783779144285,203,-0.17340854070225853,0.9184231695743597,-3.2799853044933083,-1.9192171725108818,-0.034881200128021074,1.190153727324002,1.5495843181234568,203,0.0004999079586817949,0.024104347189295532,-0.08952372107116346,-0.03724786131966997,0.0005655854482773393,0.029115261413734498,0.12997710820853747,203,-0.13997655799207814,1.0055367987443347,-5.1373676013456295,-1.9906492445465063,0.0013987378972393771,1.0442297868653976,4.029392449596816,55,0.509090909090909,55,56,39,23,0,23,0.5029585798816568,0.571992110453649,39,-3.3680666859333335,0.7393605926929463,-5.867755651473999,-4.694174046516419,-3.215067672729492,-2.474099735021591,-2.26220383644104,39,-3.369722220225212,0.7383945534970732,-5.870720434188843,-4.690780000686646,-3.211142897605896,-2.47249542593956,-2.2673028826713564,39,0.0016555342918788385,0.01301515823336721,-0.03893992900848353,-0.01824253320693918,0.0017393112182619852,0.022209091186523953,0.02932696342468244,0.24055239764126865,0.2421167204365235,0.004298543930053356,0.013441729545593263,0.14466032981872567,0.6811240315437315,0.9337108135223389
midasheng_v4,0,True,184,736,136,34,150,95,139,-3.4128838743237284,0.7772336013701828,-6.358504724502564,-4.7350169372558595,-3.276040816307068,-2.433936438560486,-1.4572523713111876,136,-3.4004910702214524,0.7715699483555101,-6.358504724502564,-4.700247311592102,-3.2741423726081846,-2.428993785381317,-1.4572523713111876,136,3.728411829681696e-16,1.0,-3.8337595451788786,-1.6845604784645807,0.1637553379088461,1.2591175782710842,2.518551562372274,136,0.0002893165949394868,0.016728665431743027,-0.06037933881552915,-0.020181577042900245,-0.00042515056213399127,0.02467927512003698,0.09902832508087167,136,-0.03313111224839923,0.7887966869803585,-2.6775700972635845,-1.2968410434194324,0.058224044706920004,1.028550709904748,3.1130361843365164,34,0.6470588235294118,34,31,39,24,0,22,0.504930966469428,0.5522682445759369,39,-3.407078983233525,0.753929046333054,-5.926282453536987,-4.765309453010559,-3.233433246612549,-2.5052316749095915,-2.277802217006683,39,-3.4111155189000644,0.753432350920995,-5.926298666000366,-4.76556471824646,-3.2336079597473146,-2.503954435586929,-2.3396057963371275,39,0.004036535666539071,0.02098211632280334,-0.038511228561401545,-0.022732527256011804,0.0014577865600582385,0.06182078838348386,0.06584689617157036,0.206089457694222,0.32212805924197224,0.002481698989868164,0.005335825681686579,0.1133241057395935,0.6882118868827809,1.654247522354126
midasheng_v4,1,True,184,736,138,28,156,102,140,-3.485576177580016,0.6556046949520523,-5.809236526489258,-4.5570857810974115,-3.4076725006103517,-2.557112753987312,-1.593532180786133,138,-3.4934967474661014,0.6527643790617608,-5.809236526489258,-4.563969268798828,-3.4076725006103517,-2.593809413313865,-1.593532180786133,138,-0.12054082386551848,0.8460209997201599,-3.121875678804882,-1.5079361256321107,-0.00930755585310894,1.0455068378789407,2.3419249198165266,138,0.001810192217702868,0.022011268873860925,-0.0648460649420497,-0.025992148307842623,0.0009210991016976866,0.029089653562734602,0.13572260682179804,138,-0.05931945773483366,0.9025209201780957,-3.1734135625537156,-1.4620527734329762,0.04793166891467925,1.0581542242963564,4.1262011066650395,28,0.7142857142857143,28,30,39,18,0,19,0.5003287310979618,0.4746877054569362,39,-3.402735300858815,0.7520197376275909,-5.917963695526123,-4.757729382514953,-3.2302450895309445,-2.5002366626262664,-2.2806397438049313,39,-3.4007579216590296,0.7495901686474207,-5.917951345443726,-4.7500302028656005,-3.2304056167602537,-2.502072776556015,-2.2840033888816835,39,-0.001977379199786105,0.0164905309732143,-0.03997945785522461,-0.032291650772094685,-0.0003209114074707031,0.019970757961273313,0.0459605932235716,0.17979340340409958,0.2598641647987899,0.005396938323974254,0.012912164926528759,0.07045855522155753,0.5837103676795956,1.2523232698440552
midasheng_v4,2,True,184,736,148,32,152,109,150,-3.5011413517793017,0.7544028432297115,-5.549150896072388,-4.802572102546692,-3.3978763937950136,-2.497283505201341,-1.4573096513748167,148,-3.5068001449108124,0.7513881047421839,-5.549150896072388,-4.8103986120224,-3.3978763937950136,-2.554052056074142,-1.4573096513748167,148,-0.137782808824971,0.9738431445440029,-2.7847894159570283,-1.827323037666205,0.003388774319181019,1.0970347094924737,2.5184773240433302,148,0.0014001691529256398,0.02037760398890048,-0.1158255100250245,-0.02446160112238009,0.0016807785932304586,0.030724702399004253,0.07481886674727889,148,-0.0807303392643191,0.841838905628411,-4.468940046922882,-1.368114771271475,-0.034251029731353036,1.2452571924279903,1.8092109602802802,32,0.84375,32,29,39,22,0,26,0.5042735042735043,0.611439842209073,39,-3.3939868939228544,0.7484940571136778,-5.898700857162476,-4.745546097755431,-3.230412006378174,-2.4958934342861174,-2.2745364189147947,39,-3.398597283546741,0.7473788790157935,-5.908642435073853,-4.739805836677552,-3.2397403478622433,-2.508214501142502,-2.2887207150459288,39,0.004610389623886524,0.017207392082480163,-0.0313723087310791,-0.013103818893432262,0.0018239736557008612,0.04977233171463006,0.05821166038513237,0.2836647108197213,0.40940843872242255,0.0005223393440247914,0.0013850069046018156,0.11066846847534162,0.9706861281394962,1.933895778656006
midasheng_v4,3,True,184,736,155,43,141,99,155,-3.3242621469882225,0.7468841997963894,-5.669213819503784,-4.6748717355728155,-3.2459927082061766,-2.242805967330933,-1.454247635602951,155,-3.3242621469882225,0.7468841997963894,-5.669213819503784,-4.6748717355728155,-3.2459927082061766,-2.242805967330933,-1.454247635602951,155,0.09879716465850014,0.9680058190294546,-2.9403980210968386,-1.6516722405629214,0.20023895739403372,1.5004279331484571,2.5224458764453415,155,-0.0008483200170618852,0.0235678695326313,-0.1066020131111145,-0.03223423167352042,-0.0011640592336839006,0.03309984638725769,0.12006982617460427,155,-0.039808684557706815,0.9864446489648346,-4.052470767325742,-1.472684443925036,-0.006362664031057369,1.4465652523291197,3.946337576088455,43,0.5581395348837209,43,40,39,18,0,17,0.5009861932938856,0.5108481262327417,39,-3.384780166393671,0.7430326347212723,-5.880931663513183,-4.726700506210327,-3.2220122098922728,-2.4873283851146697,-2.2712742447853085,39,-3.385541510276305,0.7419792516140835,-5.882405853271484,-4.712792882919311,-3.245467185974121,-2.499583473205566,-2.277069246768951,39,0.0007613438826340099,0.014804156920689862,-0.02864248752594012,-0.020157094001769994,-0.0007278800010683817,0.028745439052581614,0.047891974449157715,0.15076026237288193,0.200728059362043,0.0011283397674559659,0.0060045886039734155,0.07926750183105469,0.6570893740653996,0.7178766727447514
midasheng_v4,4,True,184,736,36,4,180,32,36,-3.355362286832597,0.8653103460892493,-5.484043169021606,-4.682710683345794,-3.2518829703330994,-2.2887759685516356,-1.625071609020233,36,-3.355362286832597,0.8653103460892493,-5.484043169021606,-4.682710683345794,-3.2518829703330994,-2.2887759685516356,-1.625071609020233,36,0.05848955559381294,1.121493064800584,-2.7004059751691267,-1.6618319775895989,0.19260483149335936,1.4408481098042725,2.3010479671807715,36,0.005048369729769002,0.011708698999881608,-0.011378906301593883,-0.009399076148549401,0.0010240862804873352,0.027874138047051966,0.03435510234656158,36,0.15609952963422188,0.7460635104440309,-1.6476687963383816,-1.090001742685025,0.18857723780806734,1.350506100976926,1.569558344522967,4,0.75,4,4,39,15,0,15,0.4983563445101907,0.462853385930309,39,-3.370849472742814,0.7345932471052736,-5.851978540420532,-4.68830780506134,-3.217321443557739,-2.4848241329193117,-2.2698565125465393,39,-3.3663380613693823,0.734643911312154,-5.848180484771729,-4.67917914390564,-3.2144774436950683,-2.4696253395080565,-2.2638942122459413,39,-0.004511411373431911,0.01447456198273284,-0.035316967964172274,-0.034508183002471736,-0.0028439998626708096,0.017939558029174532,0.02032098770141566,0.3178572535514833,0.4907285512087362,0.00897722244262722,0.009508010149002355,0.048098278045654475,1.0038690626621243,1.166255235671997
qwen25_v4_4gpu,0,True,184,736,349,114,70,166,363,-3.509805045344613,0.7812565203085677,-5.941216325759887,-5.00310067653656,-3.452014756202698,-2.3479562187194825,-1.4376524925231933,349,-3.512878987201647,0.78982981285436,-5.941216325759887,-5.015019130706787,-3.466811776161194,-2.346075038909912,-1.4376524925231933,349,-6.284271893058673e-17,1.0,-3.0745070634678764,-1.9018529296540068,0.058325490239436555,1.4772852699431933,2.627435000432319,349,-0.0008595123345504727,0.029123558519125625,-0.1647432327270506,-0.04243718387843902,-0.0002919330378237106,0.034521049789099874,0.1792103767395017,349,-0.03667734436422388,0.8411575718095607,-4.757060010973602,-1.307287640499814,0.05265281762168947,1.197487960575932,2.905362385601044,114,0.6491228070175439,114,61,39,24,0,22,0.504930966469428,0.5424063116370809,39,-3.407078983233525,0.753929046333054,-5.926282453536987,-4.765309453010559,-3.233433246612549,-2.5052316749095915,-2.277802217006683,39,-3.4111155189000644,0.753432350920995,-5.926298666000366,-4.76556471824646,-3.2336079597473146,-2.503954435586929,-2.3396057963371275,39,0.004036535666539071,0.02098211632280334,-0.038511228561401545,-0.022732527256011804,0.0014577865600582385,0.06182078838348386,0.06584689617157036,0.22813596992116228,0.3098263676454387,0.0,0.009804891347884958,0.1057895660400392,0.804425364136696,1.9215276479721073
qwen25_v4_4gpu,1,True,184,736,330,107,77,172,344,-3.463843996077776,0.725507923081723,-5.831545972824097,-4.647324283123016,-3.4526780009269715,-2.3822245472669605,-1.4517140328884124,330,-3.478323681968631,0.7110361273778685,-5.831545972824097,-4.642551538944244,-3.457122540473938,-2.415082812309265,-1.4646345734596253,330,0.04375031768949891,0.9002396665786271,-2.9356539192196824,-1.4302733745388547,0.07059298828719943,1.389914836115219,2.59327310821541,330,0.0007131581348207492,0.022391115665532126,-0.13723858769763453,-0.03464666239225161,0.0004229732679048581,0.03129128551397423,0.09047093262009653,330,0.02230702485051766,0.6657306437301374,-4.268266429048561,-1.026494490751304,0.07340211888178387,0.9566542923665706,1.5807978792386985,107,0.6635514018691588,107,50,39,19,0,19,0.5009861932938856,0.49243918474687703,39,-3.3931272622866513,0.7467598784048065,-5.895848178863526,-4.740183658599854,-3.227855110168457,-2.495713223218918,-2.2739315152168276,39,-3.3919109561504466,0.744705915886175,-5.89818844795227,-4.728961429595947,-3.2226693391799923,-2.495967345237732,-2.287012350559235,39,-0.0012163061362046575,0.014837799747555534,-0.03681890964508039,-0.01884728670120239,-0.0013076066970825195,0.02709055423736575,0.04017317295074463,0.26354294447141274,0.35662659529449503,0.0005380630493165839,0.007850086688995539,0.09140307903289813,1.0815557241439815,1.4455744743347165
qwen25_v4_4gpu,2,False,184,736,197,51,133,135,204,-3.3793899669366723,0.7308150454739493,-5.22311954498291,-4.661233942508698,-3.338001322746277,-2.2946377325057985,-1.445159751176834,197,-3.3718342950198856,0.7110838793147856,-5.22311954498291,-4.65991478919983,-3.3314156532287598,-2.305153021812439,-1.4512026131153106,197,0.17857605510235294,0.9003001250927778,-2.1653279351416703,-1.4522569081723042,0.2297499170322504,1.529096453101227,2.610279253242746,197,0.00369267376106979,0.02742455022728964,-0.10360243369526456,-0.02668607489016104,-0.0001859943240276607,0.06266858961263626,0.12163051359475485,197,0.1416839423327413,0.7016185478601032,-2.689525064790895,-1.0313784141029767,0.18044094808990407,1.3671877463634814,2.537272019061138,51,0.6470588235294118,51,34,39,19,0,19,0.502301117685733,0.5733070348454964,39,-3.367172053227058,0.7312220261292689,-5.837902021408081,-4.672706384658813,-3.22289617061615,-2.472215911149979,-2.2669122338294985,39,-3.371757034766368,0.7301448590637715,-5.848562097549438,-4.668526921272278,-3.2277731657028195,-2.4976596474647517,-2.2812203645706175,39,0.00458498153931048,0.017312646017048745,-0.027716112136840998,-0.011663079261779473,-0.00013442039489763857,0.04050030231475816,0.05994627475738534,0.20410355154205773,0.328607135379805,0.0004068613052368164,0.00958571434021005,0.07782973647117619,0.8115185260772706,1.9017677783966063
