round,rank,step,candidate_index,candidate_id,frames,padded,forward_loss_host_seconds,backward_sync_host_seconds,candidate_elapsed_seconds
0,0,16,0,random440_expressivespeech_084::0,100,False,16.375289916992188,26.61468529701233,42.97271058522165
0,0,16,1,random440_expressivespeech_084::1,145,False,24.892767667770386,36.85457801818848,62.14361647516489
0,0,16,2,random440_expressivespeech_084::2,120,False,20.625160694122314,30.816154956817627,52.02564272657037
0,0,16,3,random440_expressivespeech_084::3,124,False,21.231253385543823,32.703163623809814,53.923363365232944
0,0,17,0,random440_expressivespeech_136::0,92,False,14.272825717926025,22.995232105255127,37.25000542588532
0,0,17,1,random440_expressivespeech_136::1,96,False,17.19506025314331,23.67595601081848,40.861189587041736
0,0,17,2,random440_expressivespeech_136::2,63,False,11.694366693496704,13.982953786849976,25.66944416053593
0,0,17,3,random440_expressivespeech_136::3,110,False,21.10823631286621,29.29467487335205,50.39074947312474
0,0,18,0,random440_expressivespeech_318::0,151,False,27.415758848190308,37.158690452575684,64.5567306894809
0,0,18,1,random440_expressivespeech_318::1,193,False,35.87047243118286,50.75733757019043,85.63341777957976
0,0,18,2,random440_expressivespeech_318::2,189,False,31.686786651611328,50.20931267738342,81.04983219131827
0,0,18,3,random440_expressivespeech_318::3,183,False,32.71424150466919,69.12097096443176,101.79303299821913
0,0,19,0,random440_expressivespeech_250::0,344,False,68.20771622657776,91.91283583641052,158.29497656971216
0,0,19,1,random440_expressivespeech_250::1,372,False,65.12279176712036,97.79173851013184,160.793254904449
0,0,19,2,random440_expressivespeech_250::2,367,False,66.52742433547974,96.24772787094116,160.7601740155369
0,0,19,3,random440_expressivespeech_250::3,289,False,51.079622983932495,298.42049503326416,349.48403983935714
0,0,20,0,random440_deear_067::0,7,True,1.363584280014038,1.5182294845581055,2.8663993943482637
0,0,20,1,random440_deear_067::1,8,True,1.2351901531219482,1.736403465270996,2.9582502227276564
0,0,20,2,random440_deear_067::2,7,True,1.0718801021575928,1.5235364437103271,2.5918314680457115
0,0,20,3,random440_deear_067::3,8,True,1.3216626644134521,11.056409120559692,12.271768927574158
0,0,21,0,random440_expressivespeech_142::0,23,False,3.814763307571411,5.17555570602417,8.979342985898256
0,0,21,1,random440_expressivespeech_142::1,31,False,4.854361534118652,6.879880428314209,11.738088354468346
0,0,21,2,random440_expressivespeech_142::2,18,False,3.84432315826416,5.091952323913574,9.05249192751944
0,0,21,3,random440_expressivespeech_142::3,20,False,3.2224769592285156,8.319046020507812,11.532513752579689
0,0,22,0,random440_expressivespeech_184::0,178,False,31.891372442245483,47.81037211418152,79.6837243232876
0,0,22,1,random440_expressivespeech_184::1,250,False,41.022473096847534,64.84462666511536,105.88086689263582
0,0,22,2,random440_expressivespeech_184::2,166,False,30.208341121673584,44.02272081375122,74.23752198554575
0,0,22,3,random440_expressivespeech_184::3,217,False,35.90681076049805,103.60363388061523,139.50831095315516
0,0,23,0,random440_expressivespeech_327::0,148,False,25.500285625457764,38.09708523750305,63.578941879794
0,0,23,1,random440_expressivespeech_327::1,113,False,19.74911141395569,29.235182523727417,49.022998647764325
0,0,23,2,random440_expressivespeech_327::2,157,False,29.203750133514404,40.913833141326904,70.12707939185202
0,0,23,3,random440_expressivespeech_327::3,129,False,25.982783794403076,70.24085736274719,96.23329530656338
0,0,24,0,random440_deear_075::0,35,False,6.4988908767700195,9.02021336555481,15.497486853972077
0,0,24,1,random440_deear_075::1,44,False,7.513101816177368,9.999498128890991,17.50157800875604
0,0,24,2,random440_deear_075::2,33,False,8.843745231628418,7.5711350440979,16.410621834918857
0,0,24,3,random440_deear_075::3,41,False,6.611280918121338,10.415737867355347,17.011216539889574
0,1,0,0,random440_expressivespeech_036::0,46,False,9.192482471466064,12.361241340637207,21.53544700331986
0,1,0,1,random440_expressivespeech_036::1,53,False,8.259132146835327,12.56892991065979,20.99038946442306
0,1,0,2,random440_expressivespeech_036::2,41,False,8.683154582977295,9.003402948379517,18.075142761692405
0,1,0,3,random440_expressivespeech_036::3,47,False,7.156453609466553,17.012426137924194,24.152053439989686
0,1,1,0,random440_expressivespeech_151::0,126,False,25.9962055683136,31.766191482543945,57.741075145080686
0,1,1,1,random440_expressivespeech_151::1,131,False,24.297022819519043,32.70892572402954,57.53707879036665
0,1,1,2,random440_expressivespeech_151::2,142,False,26.14682126045227,35.407615184783936,61.54023905098438
0,1,1,3,random440_expressivespeech_151::3,133,False,24.58110213279724,40.344992876052856,65.52894024178386
0,1,2,0,random440_expressivespeech_040::0,17,False,2.5379724502563477,3.6957662105560303,6.215241609141231
0,1,2,1,random440_expressivespeech_040::1,15,False,3.5735878944396973,5.318334579467773,8.874539067968726
0,1,2,2,random440_expressivespeech_040::2,16,False,2.90712833404541,3.465305805206299,6.357188079506159
0,1,2,3,random440_expressivespeech_040::3,22,False,3.292856454849243,6.4082725048065186,9.68450621701777
0,1,3,0,random440_expressivespeech_143::0,46,False,7.945639371871948,11.509698152542114,19.438092947006226
0,1,3,1,random440_expressivespeech_143::1,39,False,6.014787435531616,8.759206056594849,14.761165395379066
0,1,3,2,random440_expressivespeech_143::2,42,False,10.267677307128906,9.238142013549805,19.49325373210013
0,1,3,3,random440_expressivespeech_143::3,33,False,5.243873596191406,15.103029251098633,20.498006831854582
0,1,4,0,random440_expressivespeech_209::0,93,False,14.080968856811523,25.01646137237549,39.078371508046985
0,1,4,1,random440_expressivespeech_209::1,84,False,14.426175355911255,19.379547595977783,34.17464281991124
0,1,4,2,random440_expressivespeech_209::2,84,False,16.757855892181396,18.943679809570312,35.68973667360842
0,1,4,3,random440_expressivespeech_209::3,74,False,12.878067970275879,27.21045732498169,40.62296751886606
0,1,5,0,random440_expressivespeech_032::0,63,False,9.700848817825317,16.10806894302368,25.787495844066143
0,1,5,1,random440_expressivespeech_032::1,72,False,10.946365594863892,19.717697381973267,30.653339440003037
0,1,5,2,random440_expressivespeech_032::2,65,False,10.038528203964233,16.500347137451172,26.81710665114224
0,1,5,3,random440_expressivespeech_032::3,89,False,13.801170825958252,38.33079195022583,52.117222387343645
0,1,6,0,random440_expressivespeech_134::0,55,False,10.058318614959717,12.320084571838379,22.359528068453074
0,1,6,1,random440_expressivespeech_134::1,48,False,8.210692882537842,13.486727237701416,21.686513556167483
0,1,6,2,random440_expressivespeech_134::2,52,False,7.963863372802734,13.628829717636108,21.76387112401426
0,1,6,3,random440_expressivespeech_134::3,67,False,10.191428661346436,32.3032922744751,42.476456955075264
0,1,7,0,random440_expressivespeech_196::0,61,False,9.807386875152588,15.063883781433105,24.851098528131843
0,1,7,1,random440_expressivespeech_196::1,78,False,12.175826787948608,21.3477303981781,33.51091096550226
0,1,7,2,random440_expressivespeech_196::2,82,False,14.220623254776001,18.50683331489563,33.03758340887725
0,1,7,3,random440_expressivespeech_196::3,61,False,12.532661199569702,18.695868730545044,31.54874387010932
0,1,8,0,random440_expressivespeech_300::0,61,False,11.418009519577026,13.467329978942871,24.86792219057679
0,1,8,1,random440_expressivespeech_300::1,58,False,9.72194766998291,15.60307788848877,25.31496279872954
0,1,8,2,random440_expressivespeech_300::2,74,False,11.651883363723755,18.498547792434692,30.139523142948747
0,1,8,3,random440_expressivespeech_300::3,64,False,9.875257015228271,20.90445613861084,31.07079684175551
0,1,9,0,random440_expressivespeech_156::0,28,False,4.1681578159332275,6.805193901062012,10.953793777152896
0,1,9,1,random440_expressivespeech_156::1,28,False,5.604336977005005,6.151562452316284,11.769131001085043
0,1,9,2,random440_expressivespeech_156::2,45,False,6.9918317794799805,10.851047277450562,17.91523338109255
0,1,9,3,random440_expressivespeech_156::3,26,False,6.8647003173828125,7.65635085105896,14.506534028798342
0,1,10,0,random440_deear_097::0,25,False,3.730219841003418,5.4782373905181885,9.186615779995918
0,1,10,1,random440_deear_097::1,26,False,4.406324863433838,7.370899677276611,11.762941433116794
0,1,10,2,random440_deear_097::2,34,False,5.291676759719849,7.487076997756958,12.864198820665479
0,1,10,3,random440_deear_097::3,24,False,3.5480458736419678,8.645125150680542,12.316391192376614
0,1,11,0,random440_expressivespeech_240::0,108,False,18.47621774673462,26.755502223968506,45.21149601228535
0,1,11,1,random440_expressivespeech_240::1,92,False,17.28532123565674,21.350049018859863,39.06301033869386
0,1,11,2,random440_expressivespeech_240::2,92,False,15.99613904953003,24.803306341171265,40.79018195532262
0,1,11,3,random440_expressivespeech_240::3,114,False,17.484750747680664,48.94317317008972,66.78171348944306
0,1,12,0,random440_expressivespeech_140::0,17,False,2.8119962215423584,3.690575361251831,6.485177192837
0,1,12,1,random440_expressivespeech_140::1,9,False,1.3517398834228516,2.4153428077697754,3.753751890733838
0,1,12,2,random440_expressivespeech_140::2,12,False,2.6287364959716797,3.368523359298706,5.984827805310488
0,1,12,3,random440_expressivespeech_140::3,9,False,1.3554291725158691,7.889313697814941,9.227661460638046
0,1,13,0,random440_expressivespeech_214::0,45,False,7.035037040710449,12.969762563705444,19.988638259470463
0,1,13,1,random440_expressivespeech_214::1,35,False,6.178046703338623,7.739887475967407,13.905466532334685
0,1,13,2,random440_expressivespeech_214::2,70,False,11.873510122299194,16.496730089187622,28.357414046302438
0,1,13,3,random440_expressivespeech_214::3,45,False,6.670053005218506,21.03827691078186,28.074708802625537
0,1,14,0,random440_expressivespeech_034::0,19,False,3.0999555587768555,4.125792741775513,7.206792116165161
0,1,14,1,random440_expressivespeech_034::1,20,False,3.0427210330963135,6.1722822189331055,9.200126398354769
0,1,14,2,random440_expressivespeech_034::2,17,False,2.6259284019470215,3.7410075664520264,6.35163046605885
0,1,14,3,random440_expressivespeech_034::3,20,False,3.1784932613372803,10.401040077209473,13.555622685700655
0,1,15,0,random440_expressivespeech_153::0,73,False,15.16920280456543,16.113317489624023,31.263989320024848
0,1,15,1,random440_expressivespeech_153::1,49,False,9.399726390838623,10.855414390563965,20.53534527681768
0,1,15,2,random440_expressivespeech_153::2,46,False,7.111783504486084,13.849754571914673,20.94750022701919
0,1,15,3,random440_expressivespeech_153::3,51,False,7.845513582229614,14.778549432754517,22.607490422204137
0,1,16,0,random440_expressivespeech_121::0,114,False,18.198198318481445,30.000787496566772,48.179534524679184
0,1,16,1,random440_expressivespeech_121::1,123,False,20.98856258392334,31.799331426620483,52.77195624820888
0,1,16,2,random440_expressivespeech_121::2,124,False,20.87768840789795,32.03218126296997,52.89474265277386
0,1,16,3,random440_expressivespeech_121::3,112,False,17.25078248977661,39.07114267349243,56.27542735822499
0,1,17,0,random440_deear_065::0,104,False,16.3056743144989,25.557612419128418,41.84498979151249
0,1,17,1,random440_deear_065::1,83,False,16.73566246032715,18.76944088935852,35.924325965344906
0,1,17,2,random440_deear_065::2,77,False,13.766878843307495,17.52551770210266,31.282999707385898
0,1,17,3,random440_deear_065::3,94,False,17.42577314376831,27.512099027633667,44.92748589627445
0,1,18,0,random440_expressivespeech_117::0,198,False,37.14326739311218,52.1775438785553,88.16015766188502
0,1,18,1,random440_expressivespeech_117::1,171,False,28.746079921722412,44.253915548324585,72.89692775905132
0,1,18,2,random440_expressivespeech_117::2,160,False,25.783043384552002,42.8822386264801,68.65067743882537
0,1,18,3,random440_expressivespeech_117::3,167,False,29.764707803726196,73.50996470451355,103.22396343946457
0,1,19,0,random440_expressivespeech_229::0,368,False,71.38254857063293,98.34474968910217,167.50597703643143
0,1,19,1,random440_expressivespeech_229::1,359,False,61.78211998939514,97.67744994163513,157.54697410576046
0,1,19,2,random440_expressivespeech_229::2,329,False,56.31653094291687,86.81497526168823,142.40182807855308
0,1,19,3,random440_expressivespeech_229::3,315,False,53.65568232536316,308.72976207733154,361.2681015562266
0,1,20,0,random440_deear_067::0,7,True,1.099048376083374,1.5268406867980957,2.6114487759768963
0,1,20,1,random440_deear_067::1,8,True,1.2246487140655518,1.7478916645050049,2.9603204987943172
0,1,20,2,random440_deear_067::2,7,True,1.0630521774291992,1.54966139793396,2.608760802075267
0,1,20,3,random440_deear_067::3,8,True,1.3062894344329834,11.319225549697876,12.498957199975848
0,1,21,0,random440_expressivespeech_131::0,27,False,4.4818902015686035,6.133339881896973,10.596447149291635
0,1,21,1,random440_expressivespeech_131::1,20,False,3.010280132293701,4.418758392333984,7.433694068342447
0,1,21,2,random440_expressivespeech_131::2,23,False,3.7449023723602295,7.278827428817749,11.012879204005003
0,1,21,3,random440_expressivespeech_131::3,21,False,3.504385471343994,8.6634202003479,12.149036597460508
0,1,22,0,random440_expressivespeech_075::0,192,False,33.79916787147522,53.10484337806702,85.95706514827907
0,1,22,1,random440_expressivespeech_075::1,189,False,31.313275814056396,51.958247900009155,82.50357680022717
0,1,22,2,random440_expressivespeech_075::2,199,False,35.01610827445984,52.77550172805786,86.88800159469247
0,1,22,3,random440_expressivespeech_075::3,198,False,32.762683153152466,110.53910112380981,141.58169576339424
0,1,23,0,random440_expressivespeech_299::0,152,False,25.670137882232666,39.35042428970337,65.00173434987664
0,1,23,1,random440_expressivespeech_299::1,162,False,29.222965478897095,39.790401458740234,69.03912470676005
0,1,23,2,random440_expressivespeech_299::2,152,False,27.443052053451538,38.114203453063965,65.58287754282355
0,1,23,3,random440_expressivespeech_299::3,164,False,28.59213399887085,50.08644247055054,78.69366578944027
0,1,24,0,random440_expressivespeech_284::0,39,False,7.2425267696380615,9.744068384170532,16.965699104592204
0,1,24,1,random440_expressivespeech_284::1,41,False,6.124297380447388,9.190923690795898,15.303070543333888
0,1,24,2,random440_expressivespeech_284::2,33,False,8.69489574432373,7.856388568878174,16.536670703440905
0,1,24,3,random440_expressivespeech_284::3,29,False,4.32695460319519,12.9962899684906,17.30483803525567
0,2,0,0,random440_expressivespeech_269::0,41,False,8.654828786849976,11.09040904045105,19.72663919813931
0,2,0,1,random440_expressivespeech_269::1,52,False,8.416729211807251,11.48713731765747,20.048136746510863
0,2,0,2,random440_expressivespeech_269::2,47,False,10.822662830352783,10.389308214187622,21.40920733846724
0,2,0,3,random440_expressivespeech_269::3,46,False,7.206235885620117,16.571016550064087,23.759024888277054
0,2,1,0,random440_expressivespeech_193::0,122,False,26.117525815963745,31.958078861236572,58.056227061897516
0,2,1,1,random440_expressivespeech_193::1,143,False,27.509845733642578,36.72244381904602,64.71634487994015
0,2,1,2,random440_expressivespeech_193::2,130,False,24.386884927749634,33.86254620552063,58.87555552273989
0,2,1,3,random440_expressivespeech_193::3,137,False,25.435511589050293,35.3933482170105,60.81374247185886
0,2,2,0,random440_expressivespeech_213::0,12,False,1.8551373481750488,2.734238624572754,4.572819570079446
0,2,2,1,random440_expressivespeech_213::1,14,False,2.114419937133789,4.879877090454102,6.977125708013773
0,2,2,2,random440_expressivespeech_213::2,19,False,4.705172777175903,4.444559812545776,9.138198206201196
0,2,2,3,random440_expressivespeech_213::3,25,False,4.069838762283325,6.477405548095703,10.53135908395052
0,2,3,0,random440_expressivespeech_297::0,35,False,5.339267253875732,10.386354923248291,15.706734508275986
0,2,3,1,random440_expressivespeech_297::1,36,False,5.750717401504517,8.385929346084595,14.259569052606821
0,2,3,2,random440_expressivespeech_297::2,34,False,5.328479290008545,11.695675373077393,17.151446666568518
0,2,3,3,random440_expressivespeech_297::3,52,False,8.092095613479614,19.259071350097656,27.468424962833524
0,2,4,0,random440_deear_041::0,80,False,12.441137313842773,23.015040397644043,35.43765419907868
0,2,4,1,random440_deear_041::1,96,False,15.897812128067017,24.39632558822632,40.60669796727598
0,2,4,2,random440_deear_041::2,74,False,15.452799081802368,17.58876085281372,33.424316965043545
0,2,4,3,random440_deear_041::3,70,False,12.362605333328247,27.715417623519897,40.064281767234206
0,2,5,0,random440_expressivespeech_243::0,107,False,17.05829930305481,27.78115487098694,44.82044439204037
0,2,5,1,random440_expressivespeech_243::1,56,False,12.482764959335327,12.988519191741943,25.89478263631463
0,2,5,2,random440_expressivespeech_243::2,63,False,12.001235246658325,14.79154634475708,26.780843313783407
0,2,5,3,random440_expressivespeech_243::3,61,False,10.738642454147339,27.035645961761475,37.75766773335636
0,2,6,0,random440_deear_001::0,67,False,12.334794282913208,15.405086755752563,27.71941759251058
0,2,6,1,random440_deear_001::1,64,False,14.044686317443848,14.422998428344727,28.45853660814464
0,2,6,2,random440_deear_001::2,55,False,10.484842538833618,12.414237260818481,22.88770915940404
0,2,6,3,random440_deear_001::3,51,False,8.08961033821106,20.722824096679688,28.7975156288594
0,2,7,0,random440_expressivespeech_335::0,88,False,16.102575063705444,20.250502824783325,36.334791980683804
0,2,7,1,random440_expressivespeech_335::1,63,False,13.461547374725342,14.31664514541626,28.151320707052946
0,2,7,2,random440_expressivespeech_335::2,58,False,11.21088719367981,12.95008635520935,24.149783927947283
0,2,7,3,random440_expressivespeech_335::3,70,False,13.499150276184082,20.696244478225708,34.18129965849221
0,2,8,0,random440_expressivespeech_191::0,53,False,10.079609870910645,11.953385353088379,22.015447307378054
0,2,8,1,random440_expressivespeech_191::1,63,False,10.202642679214478,17.837045192718506,28.025777850300074
0,2,8,2,random440_expressivespeech_191::2,75,False,11.927119016647339,19.0679452419281,31.244486732408404
0,2,8,3,random440_expressivespeech_191::3,61,False,9.313406705856323,20.732333421707153,30.33741713874042
0,2,9,0,random440_expressivespeech_241::0,37,False,5.86346697807312,10.366436958312988,16.20938882045448
0,2,9,1,random440_expressivespeech_241::1,32,False,4.914031028747559,7.1158692836761475,12.01784954033792
0,2,9,2,random440_expressivespeech_241::2,31,False,4.891491174697876,7.8701536655426025,12.748679168522358
0,2,9,3,random440_expressivespeech_241::3,26,False,6.6990625858306885,7.643782615661621,14.542487354949117
0,2,10,0,random440_expressivespeech_253::0,21,False,3.39451003074646,4.611276149749756,7.992674736306071
0,2,10,1,random440_expressivespeech_253::1,27,False,4.406580448150635,7.829070091247559,12.221392568200827
0,2,10,2,random440_expressivespeech_253::2,25,False,4.034329652786255,5.465407848358154,9.592788089066744
0,2,10,3,random440_expressivespeech_253::3,33,False,5.055972337722778,11.185584306716919,16.317733459174633
0,2,11,0,random440_expressivespeech_091::0,121,False,20.872354984283447,29.665269136428833,50.518524346873164
0,2,11,1,random440_expressivespeech_091::1,84,False,16.723808526992798,20.034790992736816,36.74211259186268
0,2,11,2,random440_expressivespeech_091::2,87,False,14.303975820541382,23.829570770263672,38.12274417281151
0,2,11,3,random440_expressivespeech_091::3,108,False,16.705336332321167,49.004557847976685,66.00777490623295
0,2,12,0,random440_expressivespeech_173::0,12,False,2.1117260456085205,2.5908560752868652,4.687772227451205
0,2,12,1,random440_expressivespeech_173::1,9,False,1.3696434497833252,1.939328908920288,3.2986629884690046
0,2,12,2,random440_expressivespeech_173::2,15,False,2.961371660232544,4.610801696777344,7.556256301701069
0,2,12,3,random440_expressivespeech_173::3,10,False,1.5165207386016846,8.428891897201538,9.978707222267985
0,2,13,0,random440_expressivespeech_203::0,48,False,7.547125577926636,14.22673487663269,21.75437599979341
0,2,13,1,random440_expressivespeech_203::1,48,False,7.4777936935424805,10.655780792236328,18.120216267183423
0,2,13,2,random440_expressivespeech_203::2,44,False,8.646385192871094,9.79053258895874,18.60878537222743
0,2,13,3,random440_expressivespeech_203::3,49,False,7.728798866271973,24.29193353652954,32.00116092339158
0,2,14,0,random440_expressivespeech_302::0,18,False,2.7376325130462646,3.9084818363189697,6.626865705475211
0,2,14,1,random440_expressivespeech_302::1,25,False,4.145770788192749,7.478451728820801,11.607051700353622
0,2,14,2,random440_expressivespeech_302::2,23,False,3.543991804122925,5.010356426239014,8.543857038021088
0,2,14,3,random440_expressivespeech_302::3,22,False,3.3025033473968506,6.28925633430481,9.57709045521915
0,2,15,0,random440_deear_022::0,58,False,13.09414005279541,12.793870449066162,25.870572360232472
0,2,15,1,random440_deear_022::1,61,False,10.457995414733887,14.545176982879639,25.22197508625686
0,2,15,2,random440_deear_022::2,40,False,6.3551108837127686,11.399806499481201,17.98719623684883
0,2,15,3,random440_deear_022::3,56,False,9.468610286712646,16.77995991706848,26.231534898281097
0,2,16,0,random440_expressivespeech_012::0,132,False,21.369226694107056,34.12162518501282,55.47398479655385
0,2,16,1,random440_expressivespeech_012::1,107,False,19.3212673664093,28.023216009140015,47.328720232471824
0,2,16,2,random440_expressivespeech_012::2,126,False,23.02117133140564,32.52839207649231,55.54076994024217
0,2,16,3,random440_expressivespeech_012::3,106,False,19.851573944091797,31.244703769683838,51.07755424082279
0,2,17,0,random440_deear_076::0,87,False,13.410361528396606,22.168664693832397,35.56058953329921
0,2,17,1,random440_deear_076::1,79,False,12.882848978042603,21.793760538101196,34.667025508359075
0,2,17,2,random440_deear_076::2,84,False,15.359072208404541,18.781376123428345,34.44978083111346
0,2,17,3,random440_deear_076::3,100,False,19.46668314933777,30.380863666534424,49.83494996652007
0,2,18,0,random440_expressivespeech_118::0,140,False,25.806466817855835,34.450552225112915,60.240366850048304
0,2,18,1,random440_expressivespeech_118::1,170,False,31.395915031433105,42.96755504608154,74.90563505701721
0,2,18,2,random440_expressivespeech_118::2,200,False,36.16453146934509,54.445847511291504,89.45934693515301
0,2,18,3,random440_expressivespeech_118::3,161,False,28.693403482437134,80.15305018424988,108.82715452834964
0,2,19,0,random440_deear_050::0,345,False,68.08070206642151,96.21068906784058,162.33447866514325
0,2,19,1,random440_deear_050::1,293,False,52.87011981010437,76.60916185379028,129.48191419057548
0,2,19,2,random440_deear_050::2,311,False,54.75358724594116,81.75497317314148,136.5050720386207
