round_index,branch,id,valid_candidates,scores,mean,span,std,top2_gap,pairwise_gap
1,caption,random440_expressivespeech_232,4,"[-1.388857013778761, -1.3950225272215904, -1.41703905503576, -1.4469062288291752]",-1.4119562062163218,0.05804921505041416,0.02273577361958628,0.00616551344282934,0.0326940288275687
1,caption,random440_expressivespeech_236,4,"[-1.0924469608037422, -1.084391611861065, -1.1026846050905685, -1.0027630721218883]",-1.070571562469316,0.09992153296868023,0.03968238175523167,0.08162853973917672,0.051303324641452965
1,caption,random440_expressivespeech_229,4,"[-1.6729811555123888, -1.7238616935210302, -1.705622215056792, -1.6764053549268283]",-1.6947176047542598,0.05088053800864145,0.02107190164224734,0.0034241994144394994,0.030309745692647994
1,caption,random440_expressivespeech_030,4,"[-2.0604571072074274, -2.174048407841474, -2.1087163359547656, -2.1196907320059837]",-2.1157281457524126,0.11359130063404654,0.04037637997156696,0.048259228747338234,0.05862471632555962
1,caption,random440_deear_043,4,"[-1.2073331107385457, -1.0919677903720488, -1.0607719457087417, -1.0622363086789846]",-1.10557728887458,0.14656116502980399,0.060052945542298425,0.0014643629702428829,0.07823582946374603
1,caption,random440_expressivespeech_061,4,"[-1.2783448349073296, -1.3229487712014816, -1.1472569961624686, -1.4794160947203636]",-1.3069916742479109,0.33215909855789505,0.11865982734871962,0.13108783874486107,0.17351353866130617
1,caption,random440_expressivespeech_142,4,"[-1.2885384522378445, -1.3431756515055895, -1.4086955464445055, -1.3095405229832977]",-1.3374875432928093,0.12015709420666099,0.04549720801098612,0.02100207074545324,0.06568440185704578
1,caption,random440_expressivespeech_092,4,"[-1.5863728538970463, -1.6944866280537099, -1.706065094738733, -1.7267020344152115]",-1.6784066527761752,0.14032918051816523,0.05437421043221322,0.10811377415666357,0.07209433470658648
1,caption,random440_expressivespeech_322,4,"[-1.5069571839024622, -1.5077416916688284, -1.5495080968985955, -1.5726936137924592]",-1.5342251465655863,0.06573642988999695,0.028099407078852907,0.0007845077663661826,0.03982928248329298
1,caption,random440_expressivespeech_040,4,"[-1.560134881758131, -1.5517800245434046, -1.5834402425971348, -1.6681833314942196]",-1.5908846200982225,0.11640330695081502,0.04611188930566153,0.008354857214726508,0.062085880281908125
1,caption,random440_deear_036,4,"[-1.8492208900861442, -1.896786761470139, -1.8844230552203953, -2.0059877950698137]",-1.909104625461623,0.15676690498366952,0.0585946243241118,0.03520216513425112,0.08044407020012538
1,caption,random440_expressivespeech_097,4,"[-1.5318743882526178, -1.6033249275933485, -1.4498957919422537, -1.4875245375733357]",-1.518154911340389,0.15342913565109484,0.05709571545526172,0.03762874563108198,0.08410620960542776
1,caption,random440_expressivespeech_308,4,"[-1.4491431866772473, -1.4334579809219576, -1.445433291781228, -1.4845469383290038]",-1.4531453494273592,0.05108895740704611,0.019033821240301414,0.011975310859270394,0.026162794519526262
1,caption,random440_expressivespeech_224,4,"[-1.7137157990286747, -1.4883614556863904, -1.592314007009069, -1.5434814874082803]",-1.5844681872831037,0.2253543433422842,0.08319091815507527,0.05512003172188984,0.12081592493794024
1,caption,random440_expressivespeech_062,4,"[-1.8303299704566598, -1.8626302848570049, -1.8040584770496935, -1.9415954127907753]",-1.8596535362885334,0.13753693574108183,0.05165756063156415,0.02627149340696633,0.07415185360393177
1,caption,random440_expressivespeech_275,4,"[-1.4659007699228823, -1.3510968907503411, -1.287720353808254, -1.3344203341985121]",-1.3597845871699974,0.17818041611462831,0.06552236139277393,0.04669998039025813,0.09186963414928566
1,caption,random440_expressivespeech_174,4,"[-1.7740833178977482, -1.7357560598175041, -1.8507321945944568, -1.7257093595253536]",-1.7715702329587657,0.12502283506910317,0.049139613540881845,0.01004670029215049,0.06889929388125893
1,caption,random440_expressivespeech_258,4,"[-1.7586692063487135, -1.7205611283425242, -1.9225700074166525, -1.7702315759088378]",-1.793007979504182,0.20200887907412834,0.07702723742708147,0.038108078006189317,0.10293150113041823
1,caption,random440_expressivespeech_335,4,"[-1.4838403632165864, -1.5042302754009143, -1.5117298107943498, -1.4767740432871506]",-1.4941436231747502,0.0349557675071992,0.014307987448978841,0.007066319929435849,0.020876202450987574
1,caption,random440_expressivespeech_212,4,"[-2.130876801791601, -2.129751887812745, -1.9721406153403223, -2.0803417134447955]",-2.078277754597366,0.15873618645127863,0.06458637319862622,0.1082010981044732,0.08760312228696421
1,caption,random440_expressivespeech_006,4,"[-1.6184745301725343, -1.5176342235063203, -1.4780823637265712, -1.6249924335861579]",-1.559795887747896,0.14691006985958666,0.06353833214218432,0.039551859779749066,0.09026175270749566
1,caption,random440_expressivespeech_250,4,"[-1.709670604385125, -1.6647207914696385, -1.6150032417072604, -1.655942667190296]",-1.66133432618808,0.09466736267786469,0.033628497264086024,0.04093942548303553,0.0487967020521561
1,caption,random440_deear_046,4,"[-1.798797224710385, -1.8575477912090719, -1.8539033050338427, -1.726174144136409]",-1.809105616272427,0.13137364707266297,0.05323854157985712,0.07262308057397604,0.07487117025690777
1,caption,random440_expressivespeech_060,4,"[-1.40594326966675, -1.415993139584316, -1.4243260234361514, -1.43388061375299]",-1.4200357616100518,0.027937344086240046,0.01030809632535635,0.010049869917565957,0.01535748601842594
1,caption,random440_expressivespeech_029,4,"[-1.6623571494128555, -1.6606091114226729, -1.6702305431244895, -1.678835410042666]",-1.668008053500671,0.01822629861999303,0.007225790107294872,0.0017480379901826382,0.010425381595268846
1,caption,random440_expressivespeech_114,4,"[-1.20300423738081, -1.2715110918070422, -1.2830214136920404, -1.210258114602766]",-1.2419487143706647,0.08001717631123029,0.03564360809071324,0.007253877221955918,0.05021741768966118
1,caption,random440_expressivespeech_125,4,"[-1.7731003955705091, -1.896276352039422, -1.9058196721307468, -1.802798984979745]",-1.8444988511801057,0.13271927656023763,0.0576146053138017,0.029698589409235865,0.08193919945673163
1,caption,random440_expressivespeech_002,4,"[-1.117930997395888, -1.2897255239076912, -1.1890811445191503, -1.0701854596845806]",-1.1667307813768275,0.21954006422311068,0.0826584289108996,0.047745537711307406,0.12162838996543239
1,caption,random440_expressivespeech_119,4,"[-1.0642117829993367, -0.9938380955718458, -1.080397262936458, -1.1021580630913377]",-1.0601513011497445,0.10831996751949191,0.0405844667463867,0.07037368742749095,0.05685756374926617
1,caption,random440_expressivespeech_170,4,"[-2.0359313843150932, -1.8424484372138976, -2.1998013851543265, -1.9249275734027227]",-2.00077719502151,0.35735294794042893,0.13385403050667485,0.08247913618882508,0.19717710912227623
1,caption,random440_expressivespeech_297,4,"[-1.7490285572130233, -1.7156968135386705, -1.6635578371351585, -1.4871771584148519]",-1.653865091575426,0.26185139879817143,0.10094313177592604,0.1763806787203066,0.13961552879967107
1,caption,random440_expressivespeech_289,4,"[-0.9397553765702469, -1.1888258277758723, -1.1093878629762912, -1.043988998149871]",-1.0704895163680703,0.24907045120562543,0.09125548852119462,0.10423362157962401,0.1354350364072161
